Subject_ID,Session_ID,Round_ID,Condition,Agent_Utility,Human_Utility,Raw_Arousal,Raw_Valence,Max_Arousal,Min_Arousal,Max_Valence,Min_Valence,Bidder,Agent_Move,User_Move,Scaled_Time,Norm_Arousal,Norm_Valence
1,1,1,CL,0.45,0.975,0.0,0.0,0.0,0.0,0.0,0.0,Human,,,0.09102666666666667,0.0,0.0
1,1,2,CL,0.85,0.65,0.0,0.0,0.0,0.0,0.0,0.0,Agent,,,0.09991555555555555,0.0,0.0
1,1,3,CL,0.5,1.0,0.0003874358662869,-0.0043744700960814,0.3396068513393402,-0.3548431643772656,0.6933074593544006,-0.3548431643772656,Human,,fortunate,0.1299188888888889,0.0230559211003509,-0.3312627281879926
1,1,4,CL,0.725,0.575,0.0003874358662869,-0.0043744700960814,0.3396068513393402,-0.3548431643772656,0.6933074593544006,-0.3548431643772656,Agent,unfortunate,,0.1365822222222222,0.0230559211003509,-0.3312627281879926
1,1,5,CL,0.375,0.875,-0.0293928906321525,-0.0317336320877075,0.3396068513393402,-1.0,0.6933074593544006,-1.0,Human,,unfortunate,0.18103,0.4490924832124194,0.1436391690868224
1,1,6,CL,0.9,0.425,-0.0293928906321525,-0.0317336320877075,0.3396068513393402,-1.0,0.6933074593544006,-1.0,Agent,selfish,,0.1999188888888889,0.4490924832124194,0.1436391690868224
1,1,7,CL,0.7,0.85,-0.0559919811785221,-0.0533725246787071,0.3396068513393402,-1.0,0.6933074593544006,-1.0,Human,,concession,0.2343611111111111,0.4093806968479712,0.1180810314060851
1,1,8,CL,0.775,0.625,-0.0559919811785221,-0.0533725246787071,0.3396068513393402,-1.0,0.6933074593544006,-1.0,Agent,concession,,0.2454744444444444,0.4093806968479712,0.1180810314060851
1,1,9,CL,0.475,0.825,-0.0465038567781448,-0.036405511200428,0.3396068513393402,-1.0,0.6933074593544006,-1.0,Human,,unfortunate,0.2710288888888889,0.423546232640642,0.1381211173155254
1,1,10,CL,0.775,0.75,-0.0465038567781448,-0.036405511200428,0.3396068513393402,-1.0,0.6933074593544006,-1.0,Agent,nice,,0.2832533333333334,0.423546232640642,0.1381211173155254
1,1,11,CL,0.6,0.825,0.0415549390017986,0.0467570647597312,0.3396068513393402,-1.0,0.6933074593544006,-1.0,Human,,nice,0.3121422222222222,0.555015843581945,0.2363461330983842
1,1,12,CL,0.775,0.625,0.0415549390017986,0.0467570647597312,0.3396068513393402,-1.0,0.6933074593544006,-1.0,Agent,selfish,,0.3276933333333333,0.555015843581945,0.2363461330983842
1,1,13,CL,0.575,0.775,-0.0098509239032864,-0.0090647442266345,0.3396068513393402,-1.0,0.6933074593544006,-1.0,Human,,unfortunate,0.35214,0.4782681577162158,0.1704138552028522
1,1,14,CL,0.725,0.575,-0.0098509239032864,-0.0090647442266345,0.3396068513393402,-1.0,0.6933074593544006,-1.0,Agent,unfortunate,,0.36325,0.4782681577162158,0.1704138552028522
1,1,15,CL,0.625,0.8,-0.0336264558136463,-0.0414262823760509,0.3396068513393402,-1.0,0.6933074593544006,-1.0,Human,,fortunate,0.3999155555555556,0.442771874778294,0.1321909820079809
